6094872	City	Hengshui	衡水	Hengshui, China	衡水, 中国	37.777546	115.818840	37.73827830280158	115.66428771104609
6095014	City	Benxi	本溪	Benxi, China	本溪, 中国	41.232418	124.536407	41.48484972285664	123.67931061295091
6124883	City	Yichun	宜春	Yichun, China	宜春, 中国	47.723003	128.848404	47.725269323532615	128.83409440872848
6124889	City	Daqing	大庆	Daqing, China	大庆, 中国	46.366016	124.709457	46.587205219878875	125.0967304560664
6125395	City	Ma'anshan	马鞍山	Ma'anshan, China	马鞍山, 中国	31.589214	118.623497	31.672432224775427	118.50183256914305
6130878	City	Panzhihua	攀枝花	Panzhihua, China	攀枝花, 中国	26.802233	101.723488	26.585914894189024	101.7170625341634
6131919	City	Dongying	东营	Dongying, China	东营, 中国	37.727276	118.694962	37.43328523674275	118.66894722710529
6131928	City	Guangyuan	广元市	Guangyuan, China	广元市, 中国	32.288544	105.835777	32.43783451806642	105.83965135520522
6131937	City	Wenshan	文山	Wenshan, China	文山, 中国	23.691486	104.714478	23.40338418739771	104.21414734304132
6131940	City	Xilinhot	锡林浩特	Xilinhot, China	锡林浩特, 中国	43.945938	116.214043	43.931172309179	116.07913971864359
6131985	City	Shiyan	十堰	Shiyan, China	十堰, 中国	32.457764	110.436363	32.63158781303592	110.79294616724239
6134071	City	Liaocheng	聊城	Liaocheng, China	聊城, 中国	36.460155	115.876350	36.456942000771924	115.97977937106357
6134469	City	Laiwu	莱芜	Laiwu, China	莱芜, 中国	36.271587	117.646858	36.213816060153164	117.6708422028147
6134483	City	Dezhou	德州	Dezhou, China	德州, 中国	37.244419	116.650307	37.433226095064384	116.35156349889057
6134485	City	Binzhou	滨州	Binzhou, China	滨州, 中国	37.559784	117.860146	37.38133078097622	117.9647956841683
6197153	City	Linxia	临夏	Linxia, China	临夏, 中国	35.629948	103.277184	35.601541810510234	103.20829559785658
6140610	City	Anyang	安阳	Anyang, China	安阳, 中国	35.870216	114.363876	36.09740330284479	114.38630227403979
6155332	City	Baiyin	白银	Baiyin, China	白银, 中国	36.602943	104.607773	36.54492351028582	104.1357686429109
6156023	City	Huanggang	黄冈	Huanggang, China	黄冈, 中国	30.719421	115.342278	30.45633242987214	114.86713639639423
6156908	City	Zhongwei	中卫	Zhongwei, China	中卫, 中国	37.052696	105.474075	37.49941788188501	105.19313430390146
6156909	City	Pu'er	普洱	Pu'er, China	普洱, 中国	23.188145	100.721909	22.828056518370584	100.96533502181076
6197497	City	Shigatse	日喀则	Shigatse, China	日喀则, 中国	29.515020	86.429283	29.27365689622879	88.8852399985873
6197276	City	Akto	阿克陶	Akto, China	阿克陶, 中国	38.612495	75.234909	39.14781594826557	75.94456861259903
6196433	City	Shennongjia	神农架	Shennongjia, China	神农架, 中国	31.584774	110.491684	31.745659011314086	110.67534078085444
6197132	City	Guyuan	固原	Guyuan, China	固原, 中国	35.949814	106.182953	36.01603940763291	106.2384147388149
6197223	City	Ruoqiang	若羌	Ruoqiang, China	若羌, 中国	38.943089	89.833954	39.022838908673656	88.16435694057436
6197510	City	Xinzhou	忻州	Xinzhou, China	忻州, 中国	38.857697	112.360687	38.4160821456272	112.72760562205411
6197511	City	Shuozhou	朔州	Shuozhou, China	朔州, 中国	39.622726	112.646332	39.33043350553137	112.42597840553383
6226575	City	Deqin	德钦	Deqin, China	德钦, 中国	27.958357	99.441376	28.48982867103053	98.91111627416245
6207926	City	Huludao	葫芦岛	Huludao, China	葫芦岛, 中国	40.625732	120.194328	40.709591167648284	120.83176505388114
6207930	City	Dazhou	达州	Dazhou, China	达州, 中国	31.227455	107.462952	31.21171713957425	107.46336774094061
6207931	City	Changji	昌吉	Changji, China	昌吉, 中国	44.155182	87.100563	44.01187456744957	87.30101254005038
6208669	City	Xinyang	信阳	Xinyang, China	信阳, 中国	32.081223	114.882111	32.14962348777702	114.08530511221286
6208675	City	Fuxin	阜新	Fuxin, China	阜新, 中国	42.285198	121.960556	42.019491147267544	121.66486393389103
6209219	City	Yingtan	鹰潭	Yingtan, China	鹰潭, 中国	28.271164	117.108513	28.2633235004749	117.0639282014083
